id,operacional_system,processor,memory,graphics,fk_game_id
57001074e2cf4d048839e4a2ebb44d712,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)","Intel Core i5 3470 @ 3.2 GHz, AMD FX 8120 @ 3.9 GHz",8 GB RAM,"NVIDIA GeForce GTX 780 | AMD Radeon R9 290, with 3GB VRAM or better - See supported List*",50 GB,57001074e2cf4d048839e4a2ebb44d71
d3f4613cb74c4c38b022c36bb26ead881,"Windows 7, Windows 8, Windows 10", Intel or AMD Dual Core CPU,4 GB RAM,DirectX 10 Feature Level AMD or NVIDIA Card with 1 GB VRAM,36 GB available space,d3f4613cb74c4c38b022c36bb26ead88
d3f4613cb74c4c38b022c36bb26ead882,"Windows 7, Windows 8, Windows 10", Intel or AMD Dual Core CPU,8 GB RAM,DirectX 11 Feature Level AMD or NVIDIA Card with 1 GB VRAM,36 GB available space,d3f4613cb74c4c38b022c36bb26ead88
afc09953666043cdbece0b2a65989bc31,Windows 7 SP1 or Windows 8.1 or Windows 10(64 bit versions),Intel Core i5 2400S at 2.5 Ghz or AMD FX-4100 at 3.6 Ghz,6 GB RAM,GeForce GTX 560TI or Radeon R7 260X,25 GB available space,afc09953666043cdbece0b2a65989bc3
afc09953666043cdbece0b2a65989bc32,Windows 7 SP1 or Windows 8.1 or Windows 10(64 bit versions),Intel Core i7 3770K at 3.5 Ghz or AMD FX-8350 at 4.0 Ghz,8 GB RAM,GeForce GTX 970 or Radeon R9 390,25 GB available space,afc09953666043cdbece0b2a65989bc3
e18ee56df6cd425c8615e2709f8e7bb11,Windows 7 64Bit Service Pack 1,Intel Core 2 Duo 2.4GHz,3 GB RAM,Nvidia GTS 450+ with 1024MB+ VRAM (excluding GT),16 GB available space,e18ee56df6cd425c8615e2709f8e7bb1
e18ee56df6cd425c8615e2709f8e7bb12,Windows 7 64Bit Service Pack 1,Intel Core i5-2500K,3 GB RAM,Nvidia GeForce GTX 960,16 GB available space,e18ee56df6cd425c8615e2709f8e7bb1
eb11056108a0450bb70c3fdca459ea8d1,Windows 10 (64-bit versions only),Intel Core i3-4150 | AMD FX-4300 or equivalent,4 GB RAM,NVIDIA GeForce GTX950 / GTX1050 with 2 GB VRAM | AMD Radeon R9 270 / R9 370 / RX460 with 2 GB VRAM,90 GB,eb11056108a0450bb70c3fdca459ea8d
eb11056108a0450bb70c3fdca459ea8d2,"Windows 10, Windows 11 (64-bit versions only)",Intel Core i5-7500 | AMD Ryzen 5 1400 or equivalent, 8 GB RAM,NVIDIA GeForce GTX1080 with 3 GB VRAM or more | AMD Radeon RX580 with 4 GB VRAM or more,90 GB,eb11056108a0450bb70c3fdca459ea8d
f984f7ce9fa14eddb4457fef59af25d31,Windows 7 or later,Intel Core™ Duo or faster,2 GB RAM,,400 MB available space,f984f7ce9fa14eddb4457fef59af25d3
f984f7ce9fa14eddb4457fef59af25d32,Windows 7 or later,Intel Core™ Duo or faster,2 GB RAM,,400 MB available space,f984f7ce9fa14eddb4457fef59af25d3
f0b60db562384b70bfe441f1965736d91,Windows 7 (FULLY patched),2 GHz,4 GB RAM,Intel HD 3000 or better,,f0b60db562384b70bfe441f1965736d9
f0b60db562384b70bfe441f1965736d92,Windows 7 (FULLY patched),2 GHz,4 GB RAM,Intel HD 3000 or better,,f0b60db562384b70bfe441f1965736d9
617b64a9631c4df0a66ea8fca480d2b91,Windows 7 SP1 64-bit,Intel Core i3-2125 or AMD A8-6600K,6 GB RAM,GeForce GTX 650 or Radeon HD 5770,6 GB available space,617b64a9631c4df0a66ea8fca480d2b9
617b64a9631c4df0a66ea8fca480d2b92,Windows 10 64-bit, Intel Core i5-2550 or AMD FX-8120,7 GB RAM,GeForce GTX 660 or Radeon R9 270,8 GB available space,617b64a9631c4df0a66ea8fca480d2b9
11c4b859bfd143d798bf84b8cfe1964f1,"64-Bit Windows 7 Service Pack 1, or Windows 8",Intel Core 2 Duo E6320 (2*1866) or equivalent,2GB RAM,GeForce 7600 GS (512 MB) or equivalent,2GB HDD,11c4b859bfd143d798bf84b8cfe1964f
11c4b859bfd143d798bf84b8cfe1964f2,TBD,TBD,TBD,TBD,TBD,11c4b859bfd143d798bf84b8cfe1964f
b1f4888a7c9b4449b6bfbace4de24a9c1,Windows Vista SP2 64-bit or later,Intel i3 2125 3.30 GHz or later,2 GB RAM,GeForce GTX 750/AMD Radeon 7790 or later,5 GB available space,b1f4888a7c9b4449b6bfbace4de24a9c
afaa5744cbcd46caa500e342f9f47d841,Windows 7 64-bit,Intel Core i5 2310 2.9 GHz / AMD FX-6300,4 GB RAM,GTX 550 Ti 1GB/ Radeon 6950 1GB or better,7700 MB available space,afaa5744cbcd46caa500e342f9f47d84
afaa5744cbcd46caa500e342f9f47d842,Windows 10 64-bit,Intel i5 3570k / AMD FX-8350,8 GB RAM,GTX 770 2GB / Radeon R9 280X 3GB or better,7700 MB available space,afaa5744cbcd46caa500e342f9f47d84
f094afd81c3c4a3cb565b186e01c3bcd1,Windows 7 64-bit,3.60GHz Intel Core i3-4160,6 GB RAM,"NVIDIA GeForce GTX 480/570/670, ATI Radeon HD 5870/5850",8 GB available space,f094afd81c3c4a3cb565b186e01c3bcd
f094afd81c3c4a3cb565b186e01c3bcd2,Windows 7 64-bit and above,3.50GHz Intel Core i5-4690K or AMD FX-9370,8 GB RAM,NVIDIA GeForce GTX 960 or AMD Radeon R7 370,8 GB available space,f094afd81c3c4a3cb565b186e01c3bcd
498e04695bbd4376ab574a103a4f36dd1,Windows 7 or higher,Intel Core i3,2 GB RAM,dedicated graphics card (opengl 3.0 support or higher),500 MB available space,498e04695bbd4376ab574a103a4f36dd
498e04695bbd4376ab574a103a4f36dd2,Windows 10,Intel Core i7,4 GB RAM,nvidia 960 or higher,500 MB available space,498e04695bbd4376ab574a103a4f36dd
09176f4ff7564bbbb499bbe20bd6348f1,Windows 7/8/10 64-bit,Core i3-3225 3.3 GHz,4 GB RAM,,,09176f4ff7564bbbb499bbe20bd6348f
09176f4ff7564bbbb499bbe20bd6348f2,Windows 10 64-bit,Core i5-7300U 3.5 GHz,8 GB RAM,"Nvidia GTX 960, AMD R9 280, or equivalent DX11 GPU",,09176f4ff7564bbbb499bbe20bd6348f
f6aee57bdd3445d4973bbbb639e8e8d51,OS X Yosemite,2.4 GHz Processor,,Intel Iris 1536,8 GB available space,f6aee57bdd3445d4973bbbb639e8e8d5
f6aee57bdd3445d4973bbbb639e8e8d52,OS X Yosemite,3.5 GHz Processor,,,8 GB available space,f6aee57bdd3445d4973bbbb639e8e8d5
cd44981c3cea431a9a203ff94b1329941,Windows 7+,2.2GHz Dual Core,4 GB RAM,512MB VRAM,1 GB available space,cd44981c3cea431a9a203ff94b132994
cd44981c3cea431a9a203ff94b1329942,Windows 7+,2.2GHz Dual Core,4 GB RAM,512MB VRAM,1 GB available space,cd44981c3cea431a9a203ff94b132994
3f9b7d87d6ea4ac1bb26d49683bd70641,Windows 7/8/10 (64-bit OS required),"Intel Core 2 Quad Q6600 @ 2.4 GHz, AMD FX 8120 @ 3.1 GHz",4 GB RAM,"NVIDIA GT 630 / 650m, AMD Radeon HD6570 or equivalent",3 GB available space,3f9b7d87d6ea4ac1bb26d49683bd7064
3f9b7d87d6ea4ac1bb26d49683bd70642,Windows 8/10 (64-bit OS required),"Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz",8 GB RAM,"NVIDIA GTX 660, Radeon R9-270",3 GB available space,3f9b7d87d6ea4ac1bb26d49683bd7064
42d063eb91874990b29f5b9a3e0836731,Windows 7/8.1/10 x64,Intel Core i5-760 (4 * 2800) or equivalent / AMD Athlon II X4 645 AM3 (4 * 3100) or equivalent,4 GB RAM,GeForce GTX 460 (1024 MB) / Radeon HD 6850 (1024 MB),10 GB available space,42d063eb91874990b29f5b9a3e083673
42d063eb91874990b29f5b9a3e0836732,Windows 7/8.1/10 x64, Intel Core i5-4670K (4 * 3400) or equivalent / AMD FX-6350 (6 * 3900) or equivalent,6 GB RAM,GeForce GTX 660 (2048 MB) / Radeon HD 7970 (3072 MB),10 GB available space,42d063eb91874990b29f5b9a3e083673
b0f6e38a93634a3bbfa3200c473795581,"OPERATING SYSTEM: Windows XP SP3, Vista SP2, Windows 7® SP1, Windows 8 (both 32/64bit versions)",Intel Core®2Duo E2180 @ 2.0 GHz or AMD Athlon™ X2 3800+ @ 2.0 GHz,2 GB,nVidia GeForce® 7900GT or AMD Radeon™ 2900 - See supported List*,4 GB,b0f6e38a93634a3bbfa3200c47379558
b0f6e38a93634a3bbfa3200c473795582,"Windows XP SP3, Vista SP2, Windows 7® SP1, Windows 8 (both 32/64bit versions)",Intel Core®2Duo E4400 @ 2.0 GHz or better / AMD Athlon™ X2 4400+ @ 2.3 GHz or better,4GB or more,nVidia GeForce® 8800GT or AMD Radeon™ HD3870) / 512MB VRAM with Shader Model 3.0 or higher - See supported List*,4 GB,b0f6e38a93634a3bbfa3200c47379558
52cdd069045e46a79b8debe97b756a261,Windows XP / Vista / 7 / 8,2 Ghz Dual Core or higher,512 MB RAM,,650 MB available space,52cdd069045e46a79b8debe97b756a26
52cdd069045e46a79b8debe97b756a262,Windows XP / Vista / 7 / 8,2 Ghz Dual Core or higher,512 MB RAM,,650 MB available space,52cdd069045e46a79b8debe97b756a26
da763a33956745888bea060de7ecf0591,Windows XP / Vista / 7 / 8,2 Ghz Dual Core or higher,512 MB RAM,,650 MB available space,da763a33956745888bea060de7ecf059
da763a33956745888bea060de7ecf0592,Windows XP / Vista / 7 / 8,2 Ghz Dual Core or higher,512 MB RAM,,650 MB available space,da763a33956745888bea060de7ecf059
db9fd3c0420240ffbccc5141059824b31,"Windows 7 SP1 | Windows 8.1, Windows 10 | 64-bit only",Intel Core i5-2400s @ 2.5 GHz | AMD FX-6350 @ 3.9 GHz or equivalent, 6 GB RAM,NVIDIA GeForce GTX 660 or AMD R9 270 | 2048 MB VRAM with Shader Model 5.0 or better,42 GB available space,db9fd3c0420240ffbccc5141059824b3
db9fd3c0420240ffbccc5141059824b32,"Windows 7 SP1 | Windows 8.1, Windows 10 | 64-bit only",Intel Core i5-2400s @ 2.5 GHz | AMD FX-6350 @ 3.9 GHz or equivalent, 8 GB RAM,NVIDIA GeForce GTX 760 or AMD R9 270 | 2048 MB VRAM with Shader Model 5.0 or better,42 GB available space,db9fd3c0420240ffbccc5141059824b3
c579aecd34934b8e9ef7e636c0962e5c1,Windows XP SP2,1 GHz,512 MB RAM,GeForce 6 or Radeon X1000,680 MB available space,c579aecd34934b8e9ef7e636c0962e5c
c579aecd34934b8e9ef7e636c0962e5c2,Windows XP SP2,1 GHz,512 MB RAM,GeForce 6 or Radeon X1000,680 MB available space,c579aecd34934b8e9ef7e636c0962e5c
544c18ccadf8466691d8f2a335721b141,Windows 7 or newer,Intel Core i3 M380,2 GB RAM,Intel HD 4000,1300 MB available space,544c18ccadf8466691d8f2a335721b14
544c18ccadf8466691d8f2a335721b142,TBD,TBD,TBD,TBD,TBD,544c18ccadf8466691d8f2a335721b14
49841c56d62b4490a394a7889651e9481,Windows 7/8.1/10 (64-bit versions),Intel Core i5-2400/AMD FX-8320 or better,16 GB,NVIDIA GTX 770 2GB/AMD Radeon HD 7870 2GB or better,,49841c56d62b4490a394a7889651e948
49841c56d62b4490a394a7889651e9482,Windows 7/8.1/10 (64-bit versions),,,,,49841c56d62b4490a394a7889651e948
95e8b0adb366410c892f8f6fc8ac1bfa1,Windows 7 or Windows 10,AMD A8-7600 (3.1 Ghz) OR Intel Core i3 4170 (3.7 Ghz),8 GB RAM,Nvidia GPU GeForce GTX 650 / AMD GPU Radeon HD 6850 / Intel Iris Pro 5200,5 GB available space,95e8b0adb366410c892f8f6fc8ac1bfa
95e8b0adb366410c892f8f6fc8ac1bfa2,Windows 7 or Windows 10,AMD A8-7600 (3.1 Ghz) OR Intel Core i3 4170 (3.7 Ghz),8 GB RAM,Nvidia GPU GeForce GTX 650 / AMD GPU Radeon HD 6850 / Intel Iris Pro 5200,5 GB available space,95e8b0adb366410c892f8f6fc8ac1bfa
9ac2b841932448aeb5fc370907c8c0b31,"Windows Vista SP2 or newer, 64-bit",Intel Haswell 2 cores / 4 threads @2.5Ghz or equivalent,4GB,Intel HD 4600 or equivalent. This includes most GPUs scoring greater than 950 points in the 3DMark Fire Strike benchmark.,,9ac2b841932448aeb5fc370907c8c0b3
9ac2b841932448aeb5fc370907c8c0b32,"Windows Vista SP2 or newer, 64-bit",Intel Haswell 4 cores / 4 threads @3.2Ghz or equivalent,8 GB,"Nvidia GTX 550 Ti or equivalent, 2GB VRAM",,9ac2b841932448aeb5fc370907c8c0b3
bd15ffd61c1744a295de36c164694e401,OS 64-bit Windows 7 or 64-bit Windows 8 (8.1) or Windows 10,"Intel CPU Core i5-2500K 3.3GHz, AMD CPU Phenom II X4 940",8 GB RAM,"Nvidia GPU GeForce GTX 660, AMD GPU Radeon HD 7870",70 GB available space,bd15ffd61c1744a295de36c164694e40
bd15ffd61c1744a295de36c164694e402,OS 64-bit Windows 7 or 64-bit Windows 8 (8.1) or Windows 10,"Intel CPU Core i7 3770 3,4 GHz, AMD CPU AMD FX-8350 4 GHz",16 GB RAM,"Nvidia GPU GeForce GTX 1060, AMD GPU Radeon RX 580",90 GB available space,bd15ffd61c1744a295de36c164694e40
a08681e2143d4c218167e45d76db8de01,Windows 7+,1.7 GHz,1 GB,,250 MB,a08681e2143d4c218167e45d76db8de0
a08681e2143d4c218167e45d76db8de02,Windows 7+,1.7 GHz,1 GB,,250 MB,a08681e2143d4c218167e45d76db8de0
39516a5b66d04b75b25a810e593b0a971,OSX 10.11 or newer,4th Generation Intel i3 CPU or equivalent,4 GB RAM,OpenGL 4.1 (GeForce 600/AMD Radeon 5000 or higher) with 1GB of video RAM,6 GB available space,39516a5b66d04b75b25a810e593b0a97
39516a5b66d04b75b25a810e593b0a972,OSX 10.11 or newer,Fast quad-core CPUs,8 GB RAM,GeForce 970-level GPU with 4GB of video RAM,6 GB available space,39516a5b66d04b75b25a810e593b0a97
0c8b6d95ff2746648ccd356dbf941c121,Windows 7 64-bit,"Quad-core Intel or AMD processor, 2.5 GHz",4 GB RAM,NVIDIA GeForce GTX 470 or AMD Radeon 6870 HD series card,4 GB available space,0c8b6d95ff2746648ccd356dbf941c12
0c8b6d95ff2746648ccd356dbf941c122,Windows 7 64-bit,"Quad-core Intel or AMD processor, 2.5 GHz or faster",8 GB RAM,NVIDIA GeForce GTX 780 or AMD R9 290X series card or higher,4 GB available space,0c8b6d95ff2746648ccd356dbf941c12
2c9dda5ae74e4c36ab5763933935888a1,Windows 7 SP1 | Windows 8.1 | Windows 10 | 64-bit only,Intel Core i5-2400 @ 3.1 GHz | AMD FX-6300 @ 3.5 GHz or equivalent,8 GB RAM,NVIDIA GeForce GTX 670 | AMD R9 270 ,,2c9dda5ae74e4c36ab5763933935888a
2c9dda5ae74e4c36ab5763933935888a2,Windows 7 SP1 | Windows 8.1 | Windows 10 | 64-bit only,Intel Core i7-4770 @ 3.4 GHz | AMD Ryzen 5 1600 @ 3.2 GHz or equivalent,8 GB RAM,NVIDIA GeForce GTX 970 | AMD R9 290X ,,2c9dda5ae74e4c36ab5763933935888a
c3bb66a9e2064fa580597cee86cbc1df1,OSX 10.9.0 or later,Intel Pentium D 830 (2* 3000) or equivalent / AMD Athlon 64 4000+ (2600) or equivalent,1 GB RAM,GeForce 7600 GS (256 MB) / Radeon HD 2400 PRO (256 MB),200 MB available space,c3bb66a9e2064fa580597cee86cbc1df
18d7e12536c246b9a5dabb87efc7b7001,"Windows® 7 SP1, Windows® 8.1, Windows® 10 (64bit versions only) ",Intel Core i5-2400S @ 2.5 GHz or AMD FX-4320 @ 4 GHz,6 GB memory,,,18d7e12536c246b9a5dabb87efc7b700
18d7e12536c246b9a5dabb87efc7b7002,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i7- 3770@ 3.5 GHz or AMD FX-8350 @ 4 GHz or better,8 GB memory ,,,18d7e12536c246b9a5dabb87efc7b700
ac2f9bdeb022454aab1ff77b59b2f3ed1,Windows 7 64Bit,Dual Core 2.4+ GHz,4 GB RAM,GeForce GTX 550 or Equivalent card,4 GB available space,ac2f9bdeb022454aab1ff77b59b2f3ed
ac2f9bdeb022454aab1ff77b59b2f3ed2,Windows 10 64bit,Intel i7 2.5 GHz,8 GB RAM,GeForce GTX 770 or Equivalent card,4 GB available space,ac2f9bdeb022454aab1ff77b59b2f3ed
19924135f32e4e1aa517f99a72e7cea41,Windows 7,"Intel(R) Core(TM)2 Quad 2.7 Ghz, AMD Phenom(TM)II X4 3 Ghz",4 GB RAM,"GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0",4 GB available space,19924135f32e4e1aa517f99a72e7cea4
19924135f32e4e1aa517f99a72e7cea42,Windows 10,Intel(R) Core(TM) i5,8 GB RAM,GeForce GTX 660,4 GB available space,19924135f32e4e1aa517f99a72e7cea4
9afcebbb195348ac96e39954e20ddf331,Windows 7/8/10 (64 bits),Intel Core i3-2130 (3.4 GHz)/AMD FX-4100 (3.6 GHz),8 GB,"2 GB, GeForce GTX 1050 (Legacy GPU: GeForce GTX 660) / Radeon R7 370",20 GB available space,9afcebbb195348ac96e39954e20ddf33
9afcebbb195348ac96e39954e20ddf332,Windows 7/8/10 (64 bits),Intel Core i7-3930K (3.2 GHz)/AMD Ryzen 5 1600 (3.2 GHz),16 GB,"4 GB, GeForce GeForce GTX 970 / GTX 1060 / Radeon R9 390",20 GB available space,9afcebbb195348ac96e39954e20ddf33
dff5698e513d49f4b6823c6472f071371,Windows 7 or later,2GHz 64-Bit CPU, 2 GB RAM, Dedicated graphics card with 1GB memory,2 GB available space,dff5698e513d49f4b6823c6472f07137
dff5698e513d49f4b6823c6472f071372,Windows 10 or later,Intel Core i5-4590 or AMD FX 8350,4 GB RAM,NVIDIA GTX 970 or AMD Radeon R9 290 or higher,2 GB available space,dff5698e513d49f4b6823c6472f07137
e9428ad618aa45f4b3371b8c8c4f9de91,Windows 7 (32-bit),Dual Core 2.4Ghz,2 GB RAM,GeForce 8800 GT / AMD HD 6850 / Intel HD Graphics 4400 or above,750 MB available space,e9428ad618aa45f4b3371b8c8c4f9de9
e9428ad618aa45f4b3371b8c8c4f9de92,TBD,TBD,TBD,TBD,TBD,e9428ad618aa45f4b3371b8c8c4f9de9
ec4808acfd754b4f980daa0b93a561631,Windows 7 64Bit Service Pack 1,Intel Core 2 Duo 2.8GHz,3 GB RAM,Nvidia GeForce GTS 450 2GB,15 GB available space,ec4808acfd754b4f980daa0b93a56163
ec4808acfd754b4f980daa0b93a561632,Windows 7 64Bit Service Pack 1,Intel Core i5-2500K,3 GB RAM,Nvidia GeForce GTX 960,15 GB available space,ec4808acfd754b4f980daa0b93a56163
396c5dd6af134fbc847406a690c96f991,XP or later,2.0Ghz CPU,1 GB RAM,graphics card that supports Shader Model 2.0 or greater,200 MB available space,396c5dd6af134fbc847406a690c96f99
396c5dd6af134fbc847406a690c96f992,XP or later,2.0Ghz CPU,1 GB RAM,graphics card that supports Shader Model 2.0 or greater,200 MB available space,396c5dd6af134fbc847406a690c96f99
2ae91a1e97f848f7bd51c2cfbec61a0e1,Windows 7 (64 Bit),Intel Core2 Duo E8400,2 GB RAM,Radeon HD 3870,500 MB available space,2ae91a1e97f848f7bd51c2cfbec61a0e
2ae91a1e97f848f7bd51c2cfbec61a0e2,Windows 10 (64 Bit),Intel Core i3-4170 or better,4 GB RAM,Nvidia GeForce GT 640 or better,1 GB available space,2ae91a1e97f848f7bd51c2cfbec61a0e
d89d1ecf209d42688d82909e522f2ec11,Windows 7,Intel Core i3 or equivalent,2 GB RAM,NVIDIA GeForce GTX 650 or equivalent,5420 MB available space,d89d1ecf209d42688d82909e522f2ec1
d89d1ecf209d42688d82909e522f2ec12,Windows 10,Intel Core i5 or equivalent,4 GB RAM,NVIDIA GeForce GTX 960 or equivalent,5420 MB available space,d89d1ecf209d42688d82909e522f2ec1
9e32f311abd24c4aa4c7f9c5dce25e751,"Windows 7 SP1, Windows 8.1, Windows 10 | 64 bit only",AMD FX-8350 @ 4.0 GHz | Ryzen 5 - 1400 | Intel Core i7-3770 @ 3.5 GHz or better,8 GB RAM,AMD Radeon R9 285 | NVIDIA GeForce GTX 660 | 2GB VRAM with Shader Model 5.0,46+ GB available space,9e32f311abd24c4aa4c7f9c5dce25e75
9e32f311abd24c4aa4c7f9c5dce25e752,"Windows 7 SP1, Windows 8.1, Windows 10 | 64 bit only",AMD FX-8350 @ 4.0 GHz | Ryzen 5 - 1400 | Intel Core i7-3770 @ 3.5 GHz or better,8 GB RAM,AMD Radeon R9 285 | NVIDIA GeForce GTX 660 | 2GB VRAM with Shader Model 5.0,46+ GB available space,9e32f311abd24c4aa4c7f9c5dce25e75
b4549b0a846e4fa289f87b48007fc42e1,Windows XP / Vista / 7 / 8 / 10,2 Ghz Dual Core or higher,4 GB RAM,,1 GB available space,b4549b0a846e4fa289f87b48007fc42e
b4549b0a846e4fa289f87b48007fc42e2,Windows XP / Vista / 7 / 8 / 10,2 Ghz Dual Core or higher,4 GB RAM,,1 GB available space,b4549b0a846e4fa289f87b48007fc42e
ac5e4e5e2f024e2f9831baac251e0d461,Windows 7+,"AMD Athlon X4 5350, Intel Core i3-2100T or equivalent",4 GB RAM,"GeForce GTX 480M, Radeon HD 6790 or equivalent",200 MB available space,ac5e4e5e2f024e2f9831baac251e0d46
ac5e4e5e2f024e2f9831baac251e0d462,Windows 7+,"AMD Athlon X4 605e, Intel Celeron G1610 or equivalent",4 GB RAM,"Radeon HD 7850, GeForce GTX 470 or equivalent",200 MB available space,ac5e4e5e2f024e2f9831baac251e0d46
95e743aa01c6410680916acb796246b51,Windows 7 / 8 / 10 64 bit,"AMD FX-8320 (3,5 GHz) / Intel i5-4690K (3,5 GHz) or better",8 GB RAM,GeForce GTX 660 / Radeon R7 370 with 2 GB VRAM,25 GB ,95e743aa01c6410680916acb796246b5
95e743aa01c6410680916acb796246b52,Windows 7 / 8 / 10 64 bit,Intel Core i7-3930K (3.2 GHz)/AMD Ryzen 5 1600 (3.2 GHz) or better,16 GB RAM,AMD Radeon RX 480 / NVIDIA GeForce GTX 970 with 4 GB VRAM,25 GB,95e743aa01c6410680916acb796246b5
0394bcc34ee54c13bf1d84590c11fd181,Windows 10,AMD Phenom™ II X4 965,4GB,Ge Force GTX 560 Ti,,0394bcc34ee54c13bf1d84590c11fd18
0394bcc34ee54c13bf1d84590c11fd182,Windows 10,Intel® Core™ i5 3GHz,4GB,Ge Force GTX 760,,0394bcc34ee54c13bf1d84590c11fd18
9651fd57c8a34e81949aab28a084ced71,Windows 7 64 Bit/ Windows 8 64 Bit/ Windows 10 64 Bit,Intel Core i5-760 / AMD Phenom II X4 965,6 GB RAM,NVidia GTX 580 / AMD Radeon HD 7870,8 GB available space,9651fd57c8a34e81949aab28a084ced7
aec117239abd49a08eddc9e75a981fa31,Windows Vista (32 Bit),"Intel i3 2nd-Generation 2.5GHz, AMD Quad-Core 2.5GHz",4GB RAM,"Nvidia GT640, AMD Radeon HD7750, 1GB VRAM",13GB,aec117239abd49a08eddc9e75a981fa3
aec117239abd49a08eddc9e75a981fa32,Windows 10 (64 Bit),"Intel i3 4th-Generation 3.5GHz, AMD Quad-Core 3.9GHz",6GB RAM,"Nvidia GTX 570, AMD Radeon HD 6950, 2GB VRAM",13GB,aec117239abd49a08eddc9e75a981fa3
9b25216887da4b80af40769e6910cd201,Windows 7 or later (64-Bit),i5,8 GB,GTX 960,,9b25216887da4b80af40769e6910cd20
9b25216887da4b80af40769e6910cd202,Windows 10 (64-Bit),i7 ,16 GB,GTX 1060,,9b25216887da4b80af40769e6910cd20
32a37ec072474cf4a621d0ce28505f361,Windows 7 (64 Bit),Intel Core i3 @ 3.5GHz or AMD FX-4170,4 GB RAM,Nvidia GeForce GTX 760 or AMD R7 270X (2GB VRAM),15 GB required,32a37ec072474cf4a621d0ce28505f36
32a37ec072474cf4a621d0ce28505f362,Windows 10 (64 Bit),Intel Core i5 @ 3.5GHz or AMD FX 6 Core,8 GB RAM,Nvidia GeForce GTX 970 or AMD R9 290X (4GB VRAM),15 GB required,32a37ec072474cf4a621d0ce28505f36
d76580cab11b4216bfa1a16ee820d6801,Windows 7,i5,6 Gb,GTX 770,5,d76580cab11b4216bfa1a16ee820d680
d76580cab11b4216bfa1a16ee820d6802,Windows 10,i7,8Gb,GTX 1060,5,d76580cab11b4216bfa1a16ee820d680
b3a7ea2e333a49ab8a7c3d0aa1f31e5e1,Windows 7+ / 8.1 / 10 (64 bit),Intel i3 Processor (64 bit),6 GB RAM,"ATI 7770, Nvidia GeForce GTX 660 2GB",6 GB available space,b3a7ea2e333a49ab8a7c3d0aa1f31e5e
b3a7ea2e333a49ab8a7c3d0aa1f31e5e2,Windows 10 (64 bit),Intel i7 Processor (64 bit),16 GB RAM,Nvidia GeForce GTX960+,10 GB available space,b3a7ea2e333a49ab8a7c3d0aa1f31e5e
ebf5f23b876944f89d140750e756585d1,Windows 7,Intel i3 2.0 GHz,2 GB RAM,1GB Shader Model 3.0 Compatible (DirectX 9.0c),3 GB available space,ebf5f23b876944f89d140750e756585d
ebf5f23b876944f89d140750e756585d2,Windows 8.1 64-bit,Intel i5 2.5 GHz,4 GB RAM,NVIDIA GeForce GTX 460 | Radeon HD 6750 (or higher),3 GB available space,ebf5f23b876944f89d140750e756585d
ddeb3d9a00c1492da4954dd03465ec171,Windows 7 SP1 64-bit,Intel Core i3-2125 or AMD A8-5600K,4 GB,,,ddeb3d9a00c1492da4954dd03465ec17
ddeb3d9a00c1492da4954dd03465ec172,Windows 10,Intel Core i7-3770 or AMD FX-8350,4 GB,,,ddeb3d9a00c1492da4954dd03465ec17
f189ca21d5814aef8402655f5d456bd31,Mac OS Catalina (10.15),Intel Core i7-7820,16GB,Radeon Pro 560 Medium,,f189ca21d5814aef8402655f5d456bd3
f189ca21d5814aef8402655f5d456bd32,Mac OS Big Sur,Intel Core i7-7820,16GB,Radeon RX 5700 XT Ultra ,,f189ca21d5814aef8402655f5d456bd3
4c77ab0d3f3f4188ac87f0b5d0ea2a911,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)",Intel Core i5 2400 @ 3.1 GHz or AMD FX 6350 @ 3.9 GHz,8 GB RAM,NVIDIA GeForce GTX 670 (2GB) or AMD Radeon R9 270X (2GB) or better,30 GB available space,4c77ab0d3f3f4188ac87f0b5d0ea2a91
4c77ab0d3f3f4188ac87f0b5d0ea2a912,"Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only)",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 5 1600 @ 3.2 GHz,8 GB RAM,NVIDIA GeForce GTX 970 (4GB) or AMD Radeon R9 290X (4GB) or better,30 GB available space,4c77ab0d3f3f4188ac87f0b5d0ea2a91
cb362a4d9a2d42dda1005021522ca7331,Windows 7/10 (64 bit only),"Intel Core i5-2400, AMD FX-4100",4 GB,NVIDIA GeForce GTX 650 Ti or AMD Radeon HD 7770,22 GB,cb362a4d9a2d42dda1005021522ca733
cb362a4d9a2d42dda1005021522ca7332,Windows 7/10 (64 bit only),"Intel Core i5 3470, AMD FX 6100",8 GB,NVIDIA GeForce GTX 760 or AMD Radeon R9 270X,22 GB,cb362a4d9a2d42dda1005021522ca733
d3a6b8379b864097b2c92d14ebfab1901,"Windows 7, 8, 8.1, 10 x64",Intel Core2 Duo E4500 (2 * 2200) or equivalent,2 GB RAM,GeForce 9600 GT (512 MB),2 GB available space,d3a6b8379b864097b2c92d14ebfab190
